#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTSD	GAPDH	9606.ENSP00000236671	9606.ENSP00000229239	0	0	0	0	0.062	0	0	0.549	0.558
CTSD	ENO1	9606.ENSP00000236671	9606.ENSP00000234590	0	0	0	0	0.162	0.172	0	0.403	0.549
CTSD	SORL1	9606.ENSP00000236671	9606.ENSP00000260197	0	0	0	0	0.066	0.075	0	0.362	0.401
CTSD	RAB4A	9606.ENSP00000236671	9606.ENSP00000355651	0	0	0	0	0.052	0.069	0	0.380	0.405
CTSD	PDIA3	9606.ENSP00000236671	9606.ENSP00000300289	0	0	0	0	0.115	0.060	0	0.343	0.406
CTSD	RAB5B	9606.ENSP00000236671	9606.ENSP00000353444	0	0	0	0	0.080	0.317	0	0.157	0.425
CTSD	TFRC	9606.ENSP00000236671	9606.ENSP00000353224	0	0	0	0	0.062	0	0	0.413	0.426
CTSD	NCSTN	9606.ENSP00000236671	9606.ENSP00000294785	0	0	0	0	0.076	0	0	0.411	0.433
CTSD	SEC22B	9606.ENSP00000236671	9606.ENSP00000463393	0	0	0	0	0	0.064	0	0.420	0.434
CTSD	SSR4	9606.ENSP00000236671	9606.ENSP00000317331	0	0	0	0	0	0.058	0	0.439	0.448
CTSD	LRP1	9606.ENSP00000236671	9606.ENSP00000243077	0	0	0	0	0.088	0	0	0.438	0.466
CTSD	HSP90B1	9606.ENSP00000236671	9606.ENSP00000299767	0	0	0	0	0.062	0.284	0	0.271	0.467
CTSD	NAPA	9606.ENSP00000236671	9606.ENSP00000263354	0	0	0	0	0.109	0	0	0.427	0.468
CTSD	DPP7	9606.ENSP00000236671	9606.ENSP00000360635	0	0	0	0	0.206	0	0	0.391	0.495
CTSD	HSPB1	9606.ENSP00000236671	9606.ENSP00000248553	0	0	0	0	0.098	0	0	0.465	0.496
CTSD	SERPINA1	9606.ENSP00000236671	9606.ENSP00000416066	0	0	0	0	0.097	0	0	0.468	0.499
CTSD	STX12	9606.ENSP00000236671	9606.ENSP00000363054	0	0	0	0	0.062	0	0	0.488	0.499
CTSD	HSPA8	9606.ENSP00000236671	9606.ENSP00000432083	0	0	0	0	0.063	0.078	0	0.475	0.507
CTSD	LDHA	9606.ENSP00000236671	9606.ENSP00000445175	0	0	0	0	0.063	0.401	0	0.195	0.509
CTSD	SGSH	9606.ENSP00000236671	9606.ENSP00000314606	0	0	0	0	0.109	0	0	0.480	0.518
CTSD	GUSB	9606.ENSP00000236671	9606.ENSP00000302728	0	0	0	0	0.065	0	0	0.548	0.559
CTSD	FN1	9606.ENSP00000236671	9606.ENSP00000346839	0	0	0	0	0	0.213	0	0.472	0.567
CTSD	GBA	9606.ENSP00000236671	9606.ENSP00000314508	0	0	0	0	0.166	0	0	0.524	0.586
CTSD	MBP	9606.ENSP00000236671	9606.ENSP00000380958	0	0	0	0	0	0.273	0	0.462	0.592
CTSD	EGFR	9606.ENSP00000236671	9606.ENSP00000275493	0	0	0	0	0	0.103	0	0.567	0.595
CTSD	P4HB	9606.ENSP00000236671	9606.ENSP00000327801	0	0	0	0	0.324	0.060	0	0.424	0.602
CTSD	MAP1LC3A	9606.ENSP00000236671	9606.ENSP00000363970	0	0	0	0	0.090	0	0	0.594	0.615
CTSD	HSPA5	9606.ENSP00000236671	9606.ENSP00000324173	0	0	0	0	0.062	0.153	0	0.565	0.624
CTSD	TPP1	9606.ENSP00000236671	9606.ENSP00000299427	0	0	0	0	0.159	0	0	0.668	0.709
CTSD	NUCB1	9606.ENSP00000236671	9606.ENSP00000385923	0	0	0	0	0.693	0	0	0.107	0.714
CTSD	SORT1	9606.ENSP00000236671	9606.ENSP00000256637	0	0	0	0	0.066	0.075	0	0.716	0.734
CTSD	RAB7A	9606.ENSP00000236671	9606.ENSP00000265062	0	0	0	0	0.091	0.115	0	0.751	0.782
CTSD	LAMP2	9606.ENSP00000236671	9606.ENSP00000408411	0	0	0	0	0.062	0.219	0	0.793	0.835
CTSD	HLA-DQA2	9606.ENSP00000236671	9606.ENSP00000364076	0	0	0	0	0	0	0.900	0.063	0.902
CTSD	HLA-DRA	9606.ENSP00000236671	9606.ENSP00000378786	0	0	0	0	0	0	0.900	0.076	0.903
CTSD	PSAP	9606.ENSP00000236671	9606.ENSP00000378394	0	0	0	0	0.542	0.497	0	0.711	0.928
CYB5A	PGRMC1	9606.ENSP00000341625	9606.ENSP00000217971	0	0	0	0	0.146	0.115	0	0.776	0.816
CYB5A	STX1A	9606.ENSP00000341625	9606.ENSP00000222812	0	0	0	0	0.062	0	0.900	0.101	0.908
CYB5A	FIS1	9606.ENSP00000341625	9606.ENSP00000223136	0	0	0	0	0.075	0	0	0.393	0.415
CYB5A	HBA2	9606.ENSP00000341625	9606.ENSP00000251595	0	0	0	0	0.062	0	0	0.539	0.550
CYB5A	SCD5	9606.ENSP00000341625	9606.ENSP00000316329	0	0	0	0	0.064	0.158	0	0.442	0.521
CYB5A	EPHX1	9606.ENSP00000341625	9606.ENSP00000480004	0	0	0	0	0.063	0.060	0	0.410	0.435
CYB5A	FTL	9606.ENSP00000341625	9606.ENSP00000366525	0	0	0	0	0.065	0	0	0.728	0.735
CYB5A	VAPA	9606.ENSP00000341625	9606.ENSP00000345656	0	0	0	0	0.064	0.195	0.900	0.214	0.932
CYB5A	POR	9606.ENSP00000341625	9606.ENSP00000419970	0	0	0	0	0.064	0.391	0	0.987	0.992
CYB5A	CYB5R3	9606.ENSP00000341625	9606.ENSP00000354468	0	0	0	0	0.088	0.482	0.900	0.940	0.996
CYB5R3	HBA2	9606.ENSP00000354468	9606.ENSP00000251595	0	0	0	0	0.062	0.112	0.720	0.523	0.873
CYB5R3	HBB	9606.ENSP00000354468	9606.ENSP00000333994	0	0	0	0	0.062	0.057	0.720	0.364	0.821
CYB5R3	IGLL5	9606.ENSP00000354468	9606.ENSP00000431254	0	0	0	0	0	0	0	0.415	0.414
CYB5R3	METTL7A	9606.ENSP00000354468	9606.ENSP00000448785	0	0	0	0	0.053	0.057	0	0.403	0.421
CYB5R3	NSDHL	9606.ENSP00000354468	9606.ENSP00000359297	0.052	0	0	0	0.062	0.115	0	0.395	0.460
CYB5R3	HBD	9606.ENSP00000354468	9606.ENSP00000369654	0	0	0	0	0.062	0.057	0.540	0.048	0.560
CYB5R3	POR	9606.ENSP00000354468	9606.ENSP00000419970	0.051	0	0	0	0.066	0.171	0	0.722	0.768
DAD1	MOGS	9606.ENSP00000250498	9606.ENSP00000233616	0	0	0	0	0.073	0.090	0.900	0.334	0.936
DAD1	SSR1	9606.ENSP00000250498	9606.ENSP00000244763	0	0	0	0	0.100	0	0	0.364	0.403
DAD1	PSAP	9606.ENSP00000250498	9606.ENSP00000378394	0	0	0	0	0	0	0	0.420	0.420
DAD1	PDIA6	9606.ENSP00000250498	9606.ENSP00000385385	0	0	0	0	0.176	0	0	0.357	0.447
DAD1	HYOU1	9606.ENSP00000250498	9606.ENSP00000480150	0	0	0	0	0.084	0.056	0	0.457	0.490
DAD1	HSPA5	9606.ENSP00000250498	9606.ENSP00000324173	0	0	0	0	0.172	0.058	0	0.481	0.560
DAD1	PPIB	9606.ENSP00000250498	9606.ENSP00000300026	0	0	0	0	0.540	0	0	0.118	0.578
DAD1	SRP14	9606.ENSP00000250498	9606.ENSP00000267884	0	0	0	0	0.291	0	0	0.512	0.639
DAD1	SSR3	9606.ENSP00000250498	9606.ENSP00000265044	0	0	0	0	0.568	0	0	0.450	0.752
DAD1	TMED10	9606.ENSP00000250498	9606.ENSP00000303145	0	0	0	0	0.832	0	0	0.073	0.837
DAD1	SSR4	9606.ENSP00000250498	9606.ENSP00000317331	0	0	0	0	0.827	0	0	0.390	0.890
DAD1	OSTC	9606.ENSP00000250498	9606.ENSP00000426167	0	0	0	0	0.860	0.800	0.720	0.611	0.996
DAD1	DDOST	9606.ENSP00000250498	9606.ENSP00000399457	0	0	0	0	0.554	0.996	0.800	0.982	0.999
DAD1	RPN1	9606.ENSP00000250498	9606.ENSP00000296255	0	0	0	0	0.204	0.986	0.800	0.988	0.999
DBI	PEBP1	9606.ENSP00000439012	9606.ENSP00000261313	0	0	0	0	0.118	0.808	0	0.211	0.854
DBI	SOD1	9606.ENSP00000439012	9606.ENSP00000270142	0	0	0	0	0.197	0.426	0	0.140	0.569
DBI	SAA4	9606.ENSP00000439012	9606.ENSP00000278222	0	0	0	0	0	0	0.540	0	0.540
DBI	SCD5	9606.ENSP00000439012	9606.ENSP00000316329	0	0	0	0	0.053	0.056	0	0.425	0.441
DBI	HP	9606.ENSP00000439012	9606.ENSP00000348170	0	0	0	0	0	0	0.720	0.112	0.740
DBI	SCP2	9606.ENSP00000439012	9606.ENSP00000360569	0	0	0	0	0.106	0.213	0	0.695	0.767
DBI	SAA1	9606.ENSP00000439012	9606.ENSP00000384906	0	0	0	0	0	0	0.540	0.047	0.542
DBI	PCYOX1	9606.ENSP00000439012	9606.ENSP00000387654	0	0	0	0	0	0	0.720	0	0.720
DBI	PTGES3	9606.ENSP00000439012	9606.ENSP00000482075	0	0	0	0	0.074	0.789	0	0.057	0.799
DCTN2	RAB7A	9606.ENSP00000408910	9606.ENSP00000265062	0	0	0	0	0.067	0	0	0.401	0.418
DCTN2	SOD1	9606.ENSP00000408910	9606.ENSP00000270142	0	0	0	0	0.062	0.161	0.600	0.149	0.696
DCTN2	RAB6A	9606.ENSP00000408910	9606.ENSP00000311449	0	0	0	0	0.049	0	0.600	0.385	0.745
DCTN2	HSP90AA1	9606.ENSP00000408910	9606.ENSP00000335153	0	0	0	0	0.053	0	0.800	0.279	0.851
DCTN2	EIF5A	9606.ENSP00000408910	9606.ENSP00000336702	0	0	0	0	0.065	0	0	0.435	0.450
DCTN2	HSP90AB1	9606.ENSP00000408910	9606.ENSP00000360609	0	0	0	0	0.062	0.271	0.900	0.162	0.935
DCTN2	RAB18	9606.ENSP00000408910	9606.ENSP00000478479	0	0	0	0	0	0	0.900	0.048	0.900
DCTN2	PTGES3	9606.ENSP00000408910	9606.ENSP00000482075	0	0	0	0	0.062	0	0.900	0.058	0.903
DDAH2	EPB41L2	9606.ENSP00000364945	9606.ENSP00000338481	0	0	0	0	0	0.683	0	0.066	0.691
DDAH2	EPB41L3	9606.ENSP00000364945	9606.ENSP00000343158	0	0	0	0	0	0.695	0	0.082	0.708
DDOST	TECR	9606.ENSP00000399457	9606.ENSP00000215567	0	0	0	0	0.084	0.751	0	0	0.762
DDOST	MOGS	9606.ENSP00000399457	9606.ENSP00000233616	0	0	0	0	0.207	0.057	0.900	0.696	0.974
DDOST	SSR1	9606.ENSP00000399457	9606.ENSP00000244763	0	0	0	0	0.177	0.669	0.600	0.235	0.905
DDOST	LMAN1	9606.ENSP00000399457	9606.ENSP00000251047	0	0	0	0	0.124	0	0	0.373	0.428
DDOST	UGGT1	9606.ENSP00000399457	9606.ENSP00000259253	0	0	0	0	0.184	0.078	0	0.503	0.594
DDOST	DNAJC10	9606.ENSP00000399457	9606.ENSP00000264065	0	0	0	0	0.525	0.162	0	0.256	0.677
DDOST	SSR3	9606.ENSP00000399457	9606.ENSP00000265044	0	0	0	0	0.424	0.743	0.600	0.232	0.948
DDOST	PDIA4	9606.ENSP00000399457	9606.ENSP00000286091	0	0	0	0	0.568	0.115	0	0.274	0.698
DDOST	RPN1	9606.ENSP00000399457	9606.ENSP00000296255	0	0	0	0	0.991	0.996	0.900	0.982	0.999
DDOST	HSP90B1	9606.ENSP00000399457	9606.ENSP00000299767	0	0	0	0	0.370	0.284	0	0.287	0.650
DDOST	PPIB	9606.ENSP00000399457	9606.ENSP00000300026	0	0	0	0	0.570	0	0	0.196	0.639
DDOST	PDIA3	9606.ENSP00000399457	9606.ENSP00000300289	0	0	0	0	0.572	0.115	0	0.385	0.747
DDOST	TMED10	9606.ENSP00000399457	9606.ENSP00000303145	0	0	0	0	0.534	0.719	0	0.231	0.890
DDOST	SCAMP3	9606.ENSP00000399457	9606.ENSP00000307275	0	0	0	0	0.107	0.486	0	0	0.521
DDOST	SSR4	9606.ENSP00000399457	9606.ENSP00000317331	0	0	0	0	0.227	0.799	0.600	0.467	0.962
DDOST	TUFM	9606.ENSP00000399457	9606.ENSP00000322439	0	0	0	0	0.252	0.272	0	0	0.432
DDOST	HSPA5	9606.ENSP00000399457	9606.ENSP00000324173	0	0	0	0	0.753	0.159	0	0.515	0.890
DDOST	P4HB	9606.ENSP00000399457	9606.ENSP00000327801	0	0	0	0	0.634	0.115	0	0.281	0.747
DDOST	GANAB	9606.ENSP00000399457	9606.ENSP00000340466	0	0	0	0	0.399	0.059	0	0.332	0.589
DDOST	VAPA	9606.ENSP00000399457	9606.ENSP00000345656	0	0	0	0	0.107	0.112	0	0.355	0.443
DDOST	HSP90AB1	9606.ENSP00000399457	9606.ENSP00000360609	0	0	0	0	0.095	0.283	0	0.168	0.413
DDOST	SURF4	9606.ENSP00000399457	9606.ENSP00000361057	0	0	0	0	0.616	0.058	0	0	0.623
DDOST	VDAC2	9606.ENSP00000399457	9606.ENSP00000361635	0	0	0	0	0.062	0.663	0	0.062	0.677
DDOST	PSAP	9606.ENSP00000399457	9606.ENSP00000378394	0	0	0	0	0.095	0	0	0.427	0.459
DDOST	PDIA6	9606.ENSP00000399457	9606.ENSP00000385385	0	0	0	0	0.785	0.115	0	0.369	0.870
DDOST	RER1	9606.ENSP00000399457	9606.ENSP00000475168	0	0	0	0	0.174	0.249	0	0.209	0.466
DDOST	DNAJB11	9606.ENSP00000399457	9606.ENSP00000414398	0	0	0	0	0.318	0.076	0	0.380	0.576
DDOST	HYOU1	9606.ENSP00000399457	9606.ENSP00000480150	0	0	0	0	0.764	0.076	0	0.554	0.894
DDOST	PRKCSH	9606.ENSP00000399457	9606.ENSP00000466134	0	0	0	0	0.210	0.062	0	0.881	0.904
DDOST	OSTC	9606.ENSP00000399457	9606.ENSP00000426167	0	0	0	0	0.209	0.948	0.720	0.506	0.993
DECR1	HSD17B4	9606.ENSP00000220764	9606.ENSP00000420914	0.052	0	0	0	0.576	0.319	0	0.420	0.820
DECR1	PRKCA	9606.ENSP00000220764	9606.ENSP00000408695	0	0	0	0	0	0	0.900	0	0.900
DNAJB11	LMAN1	9606.ENSP00000414398	9606.ENSP00000251047	0	0	0	0	0.248	0	0	0.357	0.496
DNAJB11	UGGT1	9606.ENSP00000414398	9606.ENSP00000259253	0	0	0	0	0.062	0.140	0	0.440	0.509
DNAJB11	ERP44	9606.ENSP00000414398	9606.ENSP00000262455	0	0	0	0	0.146	0.118	0	0.338	0.458
DNAJB11	DNAJC10	9606.ENSP00000414398	9606.ENSP00000264065	0	0	0	0.660	0.108	0.158	0	0.710	0.402
DNAJB11	PDIA4	9606.ENSP00000414398	9606.ENSP00000286091	0	0	0	0	0.402	0.118	0	0.572	0.754
DNAJB11	HSPA9	9606.ENSP00000414398	9606.ENSP00000297185	0.042	0	0.412	0	0.164	0.183	0	0.460	0.754
DNAJB11	HSP90B1	9606.ENSP00000414398	9606.ENSP00000299767	0	0	0	0	0.895	0.166	0	0.830	0.984
DNAJB11	PPIB	9606.ENSP00000414398	9606.ENSP00000300026	0	0	0	0	0.165	0.145	0	0.487	0.603
DNAJB11	PDIA3	9606.ENSP00000414398	9606.ENSP00000300289	0	0	0	0	0.312	0.118	0	0.470	0.650
DNAJB11	HSPH1	9606.ENSP00000414398	9606.ENSP00000318687	0.042	0	0.359	0	0.143	0.183	0	0.341	0.665
DNAJB11	HSPA5	9606.ENSP00000414398	9606.ENSP00000324173	0.042	0	0.410	0	0.869	0.890	0	0.832	0.998
DNAJB11	P4HB	9606.ENSP00000414398	9606.ENSP00000327801	0	0	0	0	0.245	0.118	0	0.656	0.751
DNAJB11	HSP90AA1	9606.ENSP00000414398	9606.ENSP00000335153	0	0	0	0	0.143	0.166	0	0.452	0.574
DNAJB11	GANAB	9606.ENSP00000414398	9606.ENSP00000340466	0	0	0	0	0.074	0.126	0	0.567	0.619
DNAJB11	VCP	9606.ENSP00000414398	9606.ENSP00000351777	0	0	0	0	0.082	0.287	0	0.330	0.523
DNAJB11	HSP90AB1	9606.ENSP00000414398	9606.ENSP00000360609	0	0	0	0	0.143	0.166	0	0.282	0.442
DNAJB11	HSPA1B	9606.ENSP00000414398	9606.ENSP00000364801	0.042	0	0.404	0	0.143	0.183	0	0.182	0.613
DNAJB11	HSPA2	9606.ENSP00000414398	9606.ENSP00000378199	0.042	0	0.402	0	0.154	0.183	0	0.224	0.637
DNAJB11	ITGB1	9606.ENSP00000414398	9606.ENSP00000379350	0	0	0	0	0.061	0.316	0	0.188	0.432
DNAJB11	PDIA6	9606.ENSP00000414398	9606.ENSP00000385385	0	0	0	0	0.884	0.346	0	0.568	0.964
DNAJB11	EPHX1	9606.ENSP00000414398	9606.ENSP00000480004	0	0	0	0	0	0.295	0	0.211	0.420
DNAJB11	ENSP00000446743	9606.ENSP00000414398	9606.ENSP00000446743	0	0	0	0	0.591	0	0	0.170	0.646
DNAJB11	HSPA8	9606.ENSP00000414398	9606.ENSP00000432083	0.042	0	0.399	0	0.143	0.566	0	0.464	0.864
DNAJB11	HYOU1	9606.ENSP00000414398	9606.ENSP00000480150	0.042	0	0	0	0.854	0.379	0	0.691	0.969
DNAJC10	UGGT1	9606.ENSP00000264065	9606.ENSP00000259253	0	0	0	0	0.104	0.242	0	0.622	0.721
DNAJC10	DNAJC13	9606.ENSP00000264065	9606.ENSP00000260818	0	0	0	0	0.099	0	0	0.463	0.495
DNAJC10	ERP29	9606.ENSP00000264065	9606.ENSP00000261735	0	0	0	0	0.062	0	0	0.557	0.566
DNAJC10	PRDX1	9606.ENSP00000264065	9606.ENSP00000262746	0.049	0	0	0	0.062	0.245	0	0.252	0.428
DNAJC10	PRDX2	9606.ENSP00000264065	9606.ENSP00000301522	0.049	0	0	0	0.062	0.245	0	0.252	0.428
DNAJC10	HSP90AB1	9606.ENSP00000264065	9606.ENSP00000360609	0.041	0	0	0	0.166	0.277	0	0.172	0.457
DNAJC10	SSRP1	9606.ENSP00000264065	9606.ENSP00000278412	0	0	0	0	0.068	0.061	0	0.465	0.491
DNAJC10	PRDX6	9606.ENSP00000264065	9606.ENSP00000342026	0.049	0	0	0	0.062	0.245	0	0.336	0.492
DNAJC10	PRDX4	9606.ENSP00000264065	9606.ENSP00000368646	0.049	0	0	0	0.062	0.245	0	0.359	0.511
DNAJC10	PARK7	9606.ENSP00000264065	9606.ENSP00000418770	0.160	0	0	0	0.073	0.255	0	0.266	0.518
DNAJC10	H6PD	9606.ENSP00000264065	9606.ENSP00000473348	0.059	0	0	0	0.077	0.156	0	0.420	0.518
DNAJC10	HSPA1B	9606.ENSP00000264065	9606.ENSP00000364801	0.072	0	0	0	0.159	0.358	0	0.249	0.573
DNAJC10	HSPA2	9606.ENSP00000264065	9606.ENSP00000378199	0.072	0	0	0	0.159	0.358	0	0.286	0.594
DNAJC10	RTN4	9606.ENSP00000264065	9606.ENSP00000337838	0	0	0	0	0	0.105	0	0.574	0.602
DNAJC10	HSP90AA1	9606.ENSP00000264065	9606.ENSP00000335153	0.041	0	0	0	0.166	0.277	0	0.396	0.604
DNAJC10	HSPA12A	9606.ENSP00000264065	9606.ENSP00000358211	0.072	0	0	0	0.159	0.358	0	0.309	0.607
DNAJC10	HSPH1	9606.ENSP00000264065	9606.ENSP00000318687	0.072	0	0	0	0.159	0.358	0	0.340	0.625
DNAJC10	VCP	9606.ENSP00000264065	9606.ENSP00000351777	0.073	0	0	0	0.078	0.299	0	0.456	0.631
DNAJC10	PPIB	9606.ENSP00000264065	9606.ENSP00000300026	0	0	0	0	0.055	0.253	0.360	0.280	0.631
DNAJC10	ERO1L	9606.ENSP00000264065	9606.ENSP00000379042	0	0	0	0	0.064	0.167	0	0.574	0.639
DNAJC10	HSPA8	9606.ENSP00000264065	9606.ENSP00000432083	0.072	0	0	0	0.159	0.358	0	0.432	0.677
DNAJC10	PDIA4	9606.ENSP00000264065	9606.ENSP00000286091	0	0	0	0.577	0.490	0.245	0	0.652	0.706
DNAJC10	PDIA6	9606.ENSP00000264065	9606.ENSP00000385385	0	0	0	0.660	0.108	0.158	0.540	0.686	0.710
DNAJC10	HSPA9	9606.ENSP00000264065	9606.ENSP00000297185	0.072	0	0	0	0.159	0.358	0	0.503	0.718
DNAJC10	PDIA3	9606.ENSP00000264065	9606.ENSP00000300289	0	0	0	0.572	0.490	0.245	0	0.749	0.725
DNAJC10	P4HB	9606.ENSP00000264065	9606.ENSP00000327801	0	0	0	0.564	0.490	0.245	0.360	0.686	0.810
DNAJC10	HSP90B1	9606.ENSP00000264065	9606.ENSP00000299767	0.041	0	0	0	0.868	0.369	0.360	0.547	0.972
DNAJC10	HYOU1	9606.ENSP00000264065	9606.ENSP00000480150	0.072	0	0	0	0.847	0.358	0.540	0.742	0.987
DNAJC10	HSPA5	9606.ENSP00000264065	9606.ENSP00000324173	0.072	0	0	0	0.541	0.733	0.900	0.853	0.998
DNAJC13	RAB10	9606.ENSP00000260818	9606.ENSP00000264710	0	0	0	0	0	0	0	0.450	0.450
DNAJC13	GBA	9606.ENSP00000260818	9606.ENSP00000314508	0	0	0	0	0	0	0	0.497	0.497
DNAJC13	HSPH1	9606.ENSP00000260818	9606.ENSP00000318687	0	0	0	0	0.062	0.116	0	0.511	0.559
DNAJC13	PARK7	9606.ENSP00000260818	9606.ENSP00000418770	0	0	0	0	0	0	0	0.562	0.562
DNAJC13	RAB7A	9606.ENSP00000260818	9606.ENSP00000265062	0	0	0	0	0	0	0	0.728	0.728
DNAJC13	HSPA8	9606.ENSP00000260818	9606.ENSP00000432083	0	0	0	0	0.049	0.556	0	0.654	0.841
DNM1	STX1B	9606.ENSP00000362014	9606.ENSP00000215095	0	0	0	0	0.230	0.059	0	0.459	0.574
DNM1	SLC17A7	9606.ENSP00000362014	9606.ENSP00000221485	0	0	0	0	0.230	0	0	0.400	0.519
DNM1	RAB3A	9606.ENSP00000362014	9606.ENSP00000222256	0	0	0	0	0.201	0	0	0.390	0.492
DNM1	STX1A	9606.ENSP00000362014	9606.ENSP00000222812	0	0	0	0	0.148	0.059	0	0.512	0.575
DNM1	FIS1	9606.ENSP00000362014	9606.ENSP00000223136	0	0	0	0	0.062	0.369	0	0.993	0.995
DNM1	PFN1	9606.ENSP00000362014	9606.ENSP00000225655	0	0	0	0	0	0.240	0	0.712	0.772
DNM1	SNAP25	9606.ENSP00000362014	9606.ENSP00000254976	0	0	0	0	0.293	0.296	0	0.546	0.755
DNM1	SYT1	9606.ENSP00000362014	9606.ENSP00000261205	0	0	0	0	0.195	0	0	0.709	0.756
DNM1	GNAO1	9606.ENSP00000362014	9606.ENSP00000262494	0	0	0	0	0.167	0.149	0	0.422	0.555
DNM1	SYP	9606.ENSP00000362014	9606.ENSP00000263233	0	0	0	0	0.200	0	0	0.449	0.541
DNM1	YWHAE	9606.ENSP00000362014	9606.ENSP00000264335	0	0	0	0	0.062	0.177	0	0.322	0.431
DNM1	RAB7A	9606.ENSP00000362014	9606.ENSP00000265062	0	0	0	0	0.062	0.072	0	0.638	0.657
DNM1	SRI	9606.ENSP00000362014	9606.ENSP00000265729	0	0	0	0	0	0.061	0	0.464	0.475
DNM1	RTN1	9606.ENSP00000362014	9606.ENSP00000267484	0	0	0	0	0.159	0.145	0	0.293	0.447
DNM1	EGFR	9606.ENSP00000362014	9606.ENSP00000275493	0	0	0	0	0.052	0	0.900	0.287	0.926
DNM1	SYN1	9606.ENSP00000362014	9606.ENSP00000295987	0	0	0	0	0.240	0.383	0	0.642	0.818
DNM1	GRIA2	9606.ENSP00000362014	9606.ENSP00000296526	0	0	0	0	0.212	0.077	0	0.284	0.434
DNM1	MAP1B	9606.ENSP00000362014	9606.ENSP00000296755	0	0	0	0	0.175	0	0	0.410	0.492
DNM1	F2	9606.ENSP00000362014	9606.ENSP00000308541	0	0	0	0	0	0	0.900	0.050	0.900
DNM1	DPYSL2	9606.ENSP00000362014	9606.ENSP00000309539	0	0	0	0	0.096	0	0	0.476	0.506
DNM1	RAB6A	9606.ENSP00000362014	9606.ENSP00000311449	0	0	0	0	0.063	0.134	0	0.381	0.453
DNM1	RAB5B	9606.ENSP00000362014	9606.ENSP00000353444	0	0	0	0	0.064	0	0	0.439	0.452
DNM1	INA	9606.ENSP00000362014	9606.ENSP00000358865	0	0	0	0	0.153	0.071	0	0.324	0.422
DNM1	MYO6	9606.ENSP00000362014	9606.ENSP00000358994	0	0	0	0	0.064	0.057	0.600	0.203	0.681
DNM1	SOD2	9606.ENSP00000362014	9606.ENSP00000446252	0	0	0	0	0.064	0.083	0	0.360	0.403
DNM1	NSF	9606.ENSP00000362014	9606.ENSP00000381293	0	0	0	0	0.143	0.139	0	0.348	0.477
DNM1	HSPA8	9606.ENSP00000362014	9606.ENSP00000432083	0.044	0	0	0	0	0.249	0	0.386	0.521
DNM1	NEFL	9606.ENSP00000362014	9606.ENSP00000482169	0	0	0	0	0.159	0.358	0	0.219	0.541
DNM1	HLA-DQA2	9606.ENSP00000362014	9606.ENSP00000364076	0	0	0	0	0	0	0.600	0	0.600
DNM1	HLA-DRA	9606.ENSP00000362014	9606.ENSP00000378786	0	0	0	0	0	0	0.600	0.053	0.605
DNM1	STXBP1	9606.ENSP00000362014	9606.ENSP00000362399	0	0	0	0	0.201	0.178	0	0.584	0.703
DNM1	SNAP91	9606.ENSP00000362014	9606.ENSP00000400459	0	0	0	0	0.241	0	0	0.661	0.732
DNM1	SH3GL2	9606.ENSP00000362014	9606.ENSP00000369981	0	0	0	0	0.200	0.926	0.600	0.840	0.995
DPP6	GPM6A	9606.ENSP00000367001	9606.ENSP00000280187	0	0	0	0	0.534	0	0	0	0.534
DPP6	GRIA2	9606.ENSP00000367001	9606.ENSP00000296526	0	0	0	0	0.352	0	0	0.122	0.407
DPP6	HSP90AA1	9606.ENSP00000367001	9606.ENSP00000335153	0	0	0	0	0.062	0	0	0.445	0.457
DPP6	FN1	9606.ENSP00000367001	9606.ENSP00000346839	0	0	0	0	0	0.149	0	0.459	0.520
DPP6	DPP7	9606.ENSP00000367001	9606.ENSP00000360635	0	0	0	0	0.064	0	0	0.527	0.538
DPP6	MOG	9606.ENSP00000367001	9606.ENSP00000366095	0	0	0	0	0.222	0	0	0.406	0.519
DPP7	LAP3	9606.ENSP00000360635	9606.ENSP00000226299	0	0	0	0	0	0.175	0	0.471	0.545
DPP7	GNS	9606.ENSP00000360635	9606.ENSP00000258145	0	0	0	0	0.062	0.389	0	0.182	0.490
DPP7	HEXA	9606.ENSP00000360635	9606.ENSP00000268097	0	0	0	0	0.146	0.391	0	0	0.457
DPP7	TPP1	9606.ENSP00000360635	9606.ENSP00000299427	0	0	0	0	0.096	0	0	0.523	0.550
DPP7	GUSB	9606.ENSP00000360635	9606.ENSP00000302728	0	0	0	0	0.069	0.392	0	0.227	0.524
DPP7	GAA	9606.ENSP00000360635	9606.ENSP00000305692	0	0	0	0	0.160	0.395	0	0.231	0.575
DPP7	NCEH1	9606.ENSP00000360635	9606.ENSP00000442464	0	0	0	0	0.083	0.397	0	0.177	0.505
DPP7	LAMP2	9606.ENSP00000360635	9606.ENSP00000408411	0	0	0	0	0.064	0.386	0	0.212	0.507
DPYSL2	NEFM	9606.ENSP00000309539	9606.ENSP00000221166	0	0	0	0	0.109	0	0	0.364	0.409
DPYSL2	STX1A	9606.ENSP00000309539	9606.ENSP00000222812	0	0	0	0	0.065	0	0	0.891	0.894
DPYSL2	ENO1	9606.ENSP00000309539	9606.ENSP00000234590	0	0	0	0	0.063	0	0	0.510	0.521
